module,type,name,res_id,src,value,comments
web_unsplash,model,"account.account.type,name",account.data_account_off_sheet,Off-Balance Sheet,,
web_unsplash,model,"account.account.type,name",account.data_account_type_credit_card,Credit Card,,
web_unsplash,model,"account.account.type,name",account.data_account_type_current_assets,Current Assets,,
web_unsplash,model,"account.account.type,name",account.data_account_type_current_liabilities,Current Liabilities,,
web_unsplash,model,"account.account.type,name",account.data_account_type_depreciation,Depreciation,,
web_unsplash,model,"account.account.type,name",account.data_account_type_direct_costs,Cost of Revenue,,
web_unsplash,model,"account.account.type,name",account.data_account_type_equity,Equity,,
web_unsplash,model,"account.account.type,name",account.data_account_type_expenses,Expenses,,
web_unsplash,model,"account.account.type,name",account.data_account_type_fixed_assets,Fixed Assets,,
web_unsplash,model,"account.account.type,name",account.data_account_type_liquidity,Bank and Cash,,
web_unsplash,model,"account.account.type,name",account.data_account_type_non_current_assets,Non-current Assets,,
web_unsplash,model,"account.account.type,name",account.data_account_type_non_current_liabilities,Non-current Liabilities,,
web_unsplash,model,"account.account.type,name",account.data_account_type_other_income,Other Income,,
web_unsplash,model,"account.account.type,name",account.data_account_type_payable,Payable,,
web_unsplash,model,"account.account.type,name",account.data_account_type_prepayments,Prepayments,,
web_unsplash,model,"account.account.type,name",account.data_account_type_receivable,Receivable,,
web_unsplash,model,"account.account.type,name",account.data_account_type_revenue,Income,,
web_unsplash,model,"account.account.type,name",account.data_unaffected_earnings,Current Year Earnings,,
web_unsplash,model,"account.incoterms,name",account.incoterm_CFR,COST AND FREIGHT,,
web_unsplash,model,"account.incoterms,name",account.incoterm_CIF,"COST, INSURANCE AND FREIGHT",,
web_unsplash,model,"account.incoterms,name",account.incoterm_CIP,CARRIAGE AND INSURANCE PAID TO,,
web_unsplash,model,"account.incoterms,name",account.incoterm_CPT,CARRIAGE PAID TO,,
web_unsplash,model,"account.incoterms,name",account.incoterm_DAP,DELIVERED AT PLACE,,
web_unsplash,model,"account.incoterms,name",account.incoterm_DDP,DELIVERED DUTY PAID,,
web_unsplash,model,"account.incoterms,name",account.incoterm_DPU,DELIVERED AT PLACE UNLOADED,,
web_unsplash,model,"account.incoterms,name",account.incoterm_EXW,EX WORKS,,
web_unsplash,model,"account.incoterms,name",account.incoterm_FAS,FREE ALONGSIDE SHIP,,
web_unsplash,model,"account.incoterms,name",account.incoterm_FCA,FREE CARRIER,,
web_unsplash,model,"account.incoterms,name",account.incoterm_FOB,FREE ON BOARD,,
web_unsplash,model,"account.payment.method,name",account.account_payment_method_manual_in,Manual,,
web_unsplash,model,"account.payment.method,name",account.account_payment_method_manual_out,Manual,,
web_unsplash,model,"account.payment.method,name",payment.account_payment_method_electronic_in,Electronic,,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_15days,15 Days,,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_15days,Payment terms: 15 Days,,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_21days,21 Days,,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_21days,Payment terms: 21 Days,,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_2months,2 Months,,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_2months,Payment terms: 2 Months,,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_30days,30 Days,,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_30days,Payment terms: 30 Days,,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_45days,45 Days,,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_45days,Payment terms: 45 Days,,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_advance,30% Advance End of Following Month,,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_advance,Payment terms: 30% Advance End of Following Month,,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_advance_60days,"30% Now, Balance 60 Days",,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_advance_60days,"Payment terms: 30% Now, Balance 60 Days",,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_end_following_month,End of Following Month,,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_end_following_month,Payment terms: End of Following Month,,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_immediate,Immediate Payment,,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_immediate,Payment terms: Immediate Payment,,
web_unsplash,model,"account.tax.group,name",account.tax_group_taxes,Taxes,,
web_unsplash,model,"account.tax.group,name",l10n_hn.tax_group_iva_15,IVA 15%,,
web_unsplash,model,"digest.tip,name",account.digest_tip_account_0,"Tip: No need to print, put in an envelop and post your invoices",,
web_unsplash,model_terms,"digest.tip,tip_description",account.digest_tip_account_0,"Use the “<i>Send by Post</i>” option to post invoices automatically. For the cost of a local stamp, we do all the manual work: your invoice will be printed in the right country, put in an envelop and sent by snail mail. Use this feature from the list view to post hundreds of invoices in bulk.",,
web_unsplash,model_terms,"digest.tip,tip_description",account.digest_tip_account_0,"Tip: No need to print, put in an envelop and post your invoices",,
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_0,Tip: Speed up your workflow with shortcuts,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_0,Press ALT in any screen to highlight shortcuts for every button in the screen. It is useful to process multiple documents in batch.,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_0,Tip: Speed up your workflow with shortcuts,,
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_1,Tip: Click on an avatar to chat with a user,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_1,Tip: Click on an avatar to chat with a user,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_1,"Have a question about a document? Click on the responsible user's picture to start a conversation. If his avatar has a green dot, he is online.",,
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_2,Tip: A calculator in Odoo,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_2,Tip: A calculator in Odoo,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_2,"When editing a number, you can use formulae by typing the `=` character. This is useful when computing a margin or a discount on a quotation, sale order or invoice.",,
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_3,Tip: How to ping users in internal notes?,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_3,Tip: How to ping users in internal notes?,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_3,"Type ""@"" to notify someone in a message, or ""#"" to link to a channel. Try to notify @OdooBot to test the feature.",,
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_4,Tip: Knowledge is power,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_4,Tip: Knowledge is power,,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_4,"When following documents, use the pencil icon to fine-tune the information you want to receive.
Follow a project / sales team to keep track of this project's tasks / this team's opportunities.",,
web_unsplash,model,"digest.tip,name",sale_management.digest_tip_sale1_management_0,Tip: Odoo supports configurable products,,
web_unsplash,model_terms,"digest.tip,tip_description",sale_management.digest_tip_sale1_management_0,Tip: Odoo supports configurable products,,
web_unsplash,model_terms,"digest.tip,tip_description",sale_management.digest_tip_sale1_management_0,"Struggling with a complex product catalog? Try out the Product Configurator to help sales configure a product with different options: colors, size, capacity, etc. Make sale orders encoding easier and error-proof.",,
web_unsplash,model,"digest.tip,name",sale_management.digest_tip_sale_management_1,Tip: Sell or buy products in bulk with matrixes,,
web_unsplash,model_terms,"digest.tip,tip_description",sale_management.digest_tip_sale_management_1,Tip: Sell or buy products in bulk with matrixes,,
web_unsplash,model_terms,"digest.tip,tip_description",sale_management.digest_tip_sale_management_1,Selling the same product in different sizes or colors? Try the product grid and populate your orders with multiple quantities of each variant. This feature also exists in the Purchase application.,,
web_unsplash,model,"digest.tip,name",stock.digest_tip_stock_0,Tip: Speed up inventory operations with barcodes,,
web_unsplash,model_terms,"digest.tip,tip_description",stock.digest_tip_stock_0,"Enjoy a quick-paced experience with the Odoo barcode app. It is blazing fast and works even without a stable internet connection. It supports all flows: inventory adjustments, batch picking, moving lots or pallets, low inventory checks, etc. Go to the ""Apps"" menu to activate the barcode interface.",,
web_unsplash,model_terms,"digest.tip,tip_description",stock.digest_tip_stock_0,Tip: Speed up inventory operations with barcodes,,
web_unsplash,model,"ir.actions.act_window,name",account.account_automatic_entry_wizard_action,Create Automatic Entries for selected Journal Items,,
web_unsplash,model,"ir.actions.act_window,name",account.account_send_payment_receipt_by_email_action,Send receipt by email,,
web_unsplash,model,"ir.actions.act_window,name",account.account_send_payment_receipt_by_email_action_multi,Send receipts by email,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_chart_template_form,Chart of Accounts Templates,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_config,Settings,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_fiscal_position_form,Fiscal Positions,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_fiscal_position_form,Create a new fiscal position,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_form,Chart of Accounts,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_form,"An account is part of a ledger allowing your company
                to register all kinds of debit and credit transactions.
                Companies present their annual accounts in two main parts: the
                balance sheet and the income statement (profit and loss
                account). The annual accounts of a company are required by law
                to disclose a certain amount of information.",,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_form,Add a new account,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_invoice_report_all,Invoices Analysis,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_invoice_report_all,"From this report, you can have an overview of the amount invoiced to your customers. The search tool can also be used to personalise your Invoices reports and so, match this analysis to your needs.",,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_invoice_report_all_supp,Invoices Analysis,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_invoice_report_all_supp,"From this report, you can have an overview of the amount invoiced from your vendors. The search tool can also be used to personalise your Invoices reports and so, match this analysis to your needs.",,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_journal_form,Journals,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_form,Add a journal,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_form,"A journal is used to record transactions of all accounting data
                related to the day-to-day business.",,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_journal_group_list,Journal Groups,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_group_list,Add a journal group,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_group_list,Journal group are used in reporting to display relevant data together.,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_all,Journal Items,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_all_a,Journal Items,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_all_tree,Journal Items,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_bank_cash,Bank and Cash,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_misc,Miscellaneous,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_purchase,Purchases,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_sales,Sales,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_ledger_general,General Ledger,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_ledger_partner,Partner Ledger,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_payments,Payments,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments,Register a payment,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_payments_payable,Payments,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_payable,Register a payment,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_payable,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_payments_transfer,Internal Transfers,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_transfer,Register a payment,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_transfer,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_reconcile_model,Reconciliation Models,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_reconcile_model,"Those can be used to quickly create a journal items when reconciling
                a bank statement or an account.",,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_reconcile_model,Create a new reconciliation model,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_resequence,Resequence,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_tax_template_form,Tax Templates,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_type_form,Account Types,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_type_form,"An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).",,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_type_form,Define a new account type,,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_unreconcile,Unreconcile,,
web_unsplash,model,"ir.actions.act_window,name",account.action_analytic_default_list,Analytic Defaults Rules,,
web_unsplash,model,"ir.actions.act_window,name",account.action_bank_statement_line,Bank Statement Lines,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_line,A bank statement line is a financial transaction on a bank account,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_line,"Odoo allows you to reconcile a statement line directly with
                the related sale or purchase invoice(s).",,
web_unsplash,model,"ir.actions.act_window,name",account.action_bank_statement_tree,Bank Statements,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,"A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.",,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,"Odoo allows you to reconcile a statement line directly with
                the related sale or purchase invoices.",,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,Register a bank statement,,
web_unsplash,model,"ir.actions.act_window,name",account.action_cash_box_out,Take Money In/Out,,
web_unsplash,model,"ir.actions.act_window,name",account.action_configure_tax_report,Tax Reports,,
web_unsplash,model,"ir.actions.act_window,name",account.action_incoterms_tree,Incoterms,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_incoterms_tree,Incoterms are used to divide transaction costs and responsibilities between buyer and seller.,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_incoterms_tree,Create a new incoterm,,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_in_invoice_type,Bills,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_invoice_type,"Create invoices, register payments and keep track of the discussions with your vendors.",,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_invoice_type,Create a vendor bill,,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_in_receipt_type,Receipts,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_receipt_type,Register a new purchase receipt,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_receipt_type,"When the purchase receipt is confirmed, you can record the
                vendor payment related to this purchase receipt.",,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_in_refund_type,Refunds,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_refund_type,Create a vendor credit note,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_refund_type,Note that the easiest way to create a vendor credit note it to do it directly from the vendor bill.,,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_journal_line,Journal Entries,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_journal_line,Create a journal entry,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_journal_line,"A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.",,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_line_form,Entries,,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_line_select,Journal Items,,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_out_invoice_type,Invoices,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_invoice_type,"Create invoices, register payments and keep track of the discussions with your customers.",,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_invoice_type,Create a customer invoice,,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_out_receipt_type,Receipts,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_receipt_type,Create a new sales receipt,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_receipt_type,"When the sale receipt is confirmed, you can record the customer
                payment related to this sales receipt.",,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_out_refund_type,Credit Notes,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_refund_type,Create a credit note,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_refund_type,"Note that the easiest way to create a credit note is to do it directly
                from the customer invoice.",,
web_unsplash,model,"ir.actions.act_window,name",account.action_open_account_onboarding_create_invoice,Create first invoice,,
web_unsplash,model,"ir.actions.act_window,name",account.action_open_account_onboarding_sale_tax,Sales tax,,
web_unsplash,model,"ir.actions.act_window,name",account.action_open_settings,Settings,,
web_unsplash,model,"ir.actions.act_window,name",account.action_payment_term_form,Payment Terms,,
web_unsplash,model,"ir.actions.act_window,name",account.action_tax_form,Taxes,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_tax_form,Create a new tax,,
web_unsplash,model,"ir.actions.act_window,name",account.action_validate_account_move,Post entries,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_validate_account_move,"This wizard will validate all journal entries selected. Once journal entries are validated, you can not update them anymore.",,
web_unsplash,model,"ir.actions.act_window,name",account.action_view_account_bnk_stmt_check,Check Closing Balance,,
web_unsplash,model,"ir.actions.act_window,name",account.action_view_account_move_reversal,Reverse,,
web_unsplash,model,"ir.actions.act_window,name",account.action_view_bank_statement_tree,Cash Registers,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.",,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_view_bank_statement_tree,Create a new cash log,,
web_unsplash,model,"ir.actions.act_window,name",account.analytic_rule_action_user,Analytic Rules,,
web_unsplash,model,"ir.actions.act_window,name",account.invoice_send,Send & print,,
web_unsplash,model,"ir.actions.act_window,name",account.open_account_charts_modules,Chart Templates,,
web_unsplash,model,"ir.actions.act_window,name",account.open_account_journal_dashboard_kanban,Accounting Dashboard,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,Browse available countries.,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,"If you have not installed a chart of account, please install one first.<br>",,
web_unsplash,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,This is the accounting dashboard,,
web_unsplash,model,"ir.actions.act_window,name",account.product_product_action_purchasable,Products,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.product_product_action_purchasable,Create a new purchasable product,,
web_unsplash,model,"ir.actions.act_window,name",account.product_product_action_sellable,Products,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.product_product_action_sellable,Create a new sellable product,,
web_unsplash,model,"ir.actions.act_window,name",account.res_partner_action_customer,Customers,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_customer,Odoo helps you easily track all activities related to a customer.,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_customer,Create a new customer in your address book,,
web_unsplash,model,"ir.actions.act_window,name",account.res_partner_action_supplier,Vendors,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_supplier,Create a new supplier in your address book,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_supplier,Odoo helps you easily track all activities related to a supplier.,,
web_unsplash,model,"ir.actions.act_window,name",account.rounding_list_action,Cash Roundings,,
web_unsplash,model_terms,"ir.actions.act_window,help",account.rounding_list_action,Create the first cash rounding,,
web_unsplash,model,"ir.actions.act_window,name",account.tax_adjustments_form,Tax Adjustments,,
web_unsplash,model,"ir.actions.act_window,name",account_edi.action_open_edi_documents,Electronic invoicing,,
web_unsplash,model,"ir.actions.act_window,name",account_edi.action_open_payment_edi_documents,Electronic invoicing,,
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_group_action,Analytic Account Groups,,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_group_action,This allows you to classify your analytic accounts.,,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_group_action,Click to add a new analytic account group.,,
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_line_action,Costs & Revenues,,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,"Revenues will be created automatically when you create customer
                invoices. Customer invoices can be created based on sales orders
                (fixed price invoices), on timesheets (based on the work done) or
                on expenses (e.g. reinvoicing of travel costs).",,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,"Costs will be created automatically when you register supplier
                invoices, expenses or timesheets.",,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,"In Odoo, sales orders and projects are implemented using
                analytic accounts. You can track costs and revenues to analyse
                your margins easily.",,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,No activity yet on this account,,
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_line_action_entries,Analytic Items,,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,"Revenues will be created automatically when you create customer
                invoices. Customer invoices can be created based on sales orders
                (fixed price invoices), on timesheets (based on the work done) or
                on expenses (e.g. reinvoicing of travel costs).",,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,"Costs will be created automatically when you register supplier
                invoices, expenses or timesheets.",,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,"In Odoo, sales orders and projects are implemented using
                analytic accounts. You can track costs and revenues to analyse
                your margins easily.",,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,No activity yet,,
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_tag_action,Analytic Tags,,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_tag_action,Add a new tag,,
web_unsplash,model,"ir.actions.act_window,name",analytic.action_account_analytic_account_form,Analytic Accounts,,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.action_account_analytic_account_form,Add a new analytic account,,
web_unsplash,model,"ir.actions.act_window,name",analytic.action_analytic_account_form,Chart of Analytic Accounts,,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.action_analytic_account_form,Add a new analytic account,,
web_unsplash,model,"ir.actions.act_window,name",barcodes.action_barcode_nomenclature_form,Barcode Nomenclatures,,
web_unsplash,model_terms,"ir.actions.act_window,help",barcodes.action_barcode_nomenclature_form,Add a new barcode nomenclature,,
web_unsplash,model_terms,"ir.actions.act_window,help",barcodes.action_barcode_nomenclature_form,A barcode nomenclature defines how the point of sale identify and interprets barcodes,,
web_unsplash,model,"ir.actions.act_window,name",base.act_ir_actions_todo_form,Configuration Wizards,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.act_ir_actions_todo_form,"The configuration wizards are used to help you configure a new instance of Odoo. They are launched during the installation of new modules, but you can choose to restart some wizards manually from this menu.",,
web_unsplash,model,"ir.actions.act_window,name",base.act_menu_create,Create Menu,,
web_unsplash,model,"ir.actions.act_window,name",base.act_view_currency_rates,Currency Rates,,
web_unsplash,model,"ir.actions.act_window,name",base.action_apikeys_admin,API Keys Listing,,
web_unsplash,model,"ir.actions.act_window,name",base.action_attachment,Attachments,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_attachment,Attach a new document,,
web_unsplash,model,"ir.actions.act_window,name",base.action_country,Countries,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_country,Display and manage the list of all countries that can be assigned to your partner records. You can create or delete countries to make sure the ones you are working on will be maintained.,,
web_unsplash,model,"ir.actions.act_window,name",base.action_country_group,Country Group,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_country_group,Display and manage the list of all countries group. You can create or delete country group to make sure the ones you are working on will be maintained.,,
web_unsplash,model,"ir.actions.act_window,name",base.action_country_state,Fed. States,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_country_state,You can manage the different federal states you are working on from here. Each state is attached to one country.,,
web_unsplash,model,"ir.actions.act_window,name",base.action_currency_all_form,Currencies,,
web_unsplash,model,"ir.actions.act_window,name",base.action_currency_form,Currencies,,
web_unsplash,model,"ir.actions.act_window,name",base.action_decimal_precision_form,Decimal Accuracy,,
web_unsplash,model,"ir.actions.act_window,name",base.action_ir_mail_server_list,Outgoing Mail Servers,,
web_unsplash,model,"ir.actions.act_window,name",base.action_model_constraint,Model Constraints,,
web_unsplash,model,"ir.actions.act_window,name",base.action_model_data,External Identifiers,,
web_unsplash,model,"ir.actions.act_window,name",base.action_model_fields,Fields,,
web_unsplash,model,"ir.actions.act_window,name",base.action_model_fields_selection,Fields Selection,,
web_unsplash,model,"ir.actions.act_window,name",base.action_model_model,Models,,
web_unsplash,model,"ir.actions.act_window,name",base.action_model_relation,ManyToMany Relations,,
web_unsplash,model,"ir.actions.act_window,name",base.action_open_base_onboarding_company,Set your company data,,
web_unsplash,model,"ir.actions.act_window,name",base.action_partner_category_form,Contact Tags,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_partner_category_form,Manage contact tags to better classify them for tracking and analysis purposes.,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_partner_category_form,Create a new contact tag,,
web_unsplash,model,"ir.actions.act_window,name",base.action_partner_customer_form,Customers,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_partner_customer_form,Odoo helps you easily track all activities related to a customer.,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_partner_customer_form,Create a new customer in your address book,,
web_unsplash,model,"ir.actions.act_window,name",base.action_partner_deduplicate,Deduplicate Contacts,,
web_unsplash,model,"ir.actions.act_window,name",base.action_partner_form,Customers,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_partner_form,Odoo helps you easily track all activities related to a customer.,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_partner_form,Create a new customer in your address book,,
web_unsplash,model,"ir.actions.act_window,name",base.action_partner_merge,Merge,,
web_unsplash,model,"ir.actions.act_window,name",base.action_partner_supplier_form,Vendors,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_partner_supplier_form,Odoo helps you easily track all activities related to a vendor.,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_partner_supplier_form,Create a new vendor in your address book,,
web_unsplash,model,"ir.actions.act_window,name",base.action_partner_title_contact,Contact Titles,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_partner_title_contact,"Manage the contact titles you want to have available in your system and the way you want to print them in letters and other documents. Some example: Mr., Mrs.",,
web_unsplash,model,"ir.actions.act_window,name",base.action_res_bank_form,Banks,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_res_bank_form,Manage bank records you want to be used in the system.,,
web_unsplash,model_terms,"ir.actions.act_window,help",base.action_res_bank_form,Create a new bank,,
web_unsplash,model,"ir.actions.act_window,name",base.action_res_company_form,Companies,,
